"","STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","weather_condition"
"344","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-10",15.66,",,W",NA,"",0.19,",,W,2400",0,",,W",59,"H,,S",63,",,W",42,",,W",290,",,W",290,",,W",28,",,W",36.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"345","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-11",10.96,",,W",NA,"",0.21,",,W,2400",2.8,",,W",38,"H,,S",42,",,W",30,",,W",330,",,W",320,",,W",21.9,",,W",29.1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","Snow"
"346","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-12",10.07,",,W",NA,"",0,",,W,2400",0,",,W",30,"H,,S",33,",,W",26,",,W",290,",,W",290,",,W",23.9,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"347","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-13",6.93,",,W",NA,"",0.1,",,W,2400",0,",,W",35,"H,,S",47,",,W",28,",,W",170,",,W",150,",,W",13,",,W",21,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"348","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-14",12.53,",,W",NA,"",1.25,",,W,2400",0,",,W",51,"H,,S",60,",,W",47,",,W",230,",,W",240,",,W",29.1,",,W",36.9,",,W",1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"349","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-15",22.82,",,W",NA,"",0,",,W,2400",0,",,W",49,"H,,S",55,",,W",34,",,W",270,",,W",270,",,W",33.1,",,W",46.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"350","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-16",11.41,",,W",NA,"",0,",,W,2400",0,",,W",34,"H,,S",35,",,W",32,",,W",270,",,W",300,",,W",21.9,",,W",29.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"351","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-17",9.62,",,W",NA,"",0.65,",,W,2400",1.3,",,W",31,"H,,S",38,",,W",27,",,W",340,",,W",340,",,W",18.1,",,W",23,",,W",1,",,W",NA,"",NA,"",1,",,W",NA,"",1,",,W",NA,"",NA,"","Snow"
"352","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-18",14.32,",,W",NA,"",0,"T,,W,2400",0.1,",,W",34,"H,,S",38,",,W",24,",,W",290,",,W",290,",,W",31.1,",,W",42.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Snow"
"353","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-19",19.69,",,W",NA,"",0,",,W,2400",0,",,W",22,"H,,S",27,",,W",15,",,W",300,",,W",290,",,W",31.1,",,W",42.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"354","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-20",13.2,",,W",NA,"",0,",,W,2400",0,",,W",23,"H,,S",33,",,W",17,",,W",320,",,W",310,",,W",23,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"355","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-21",5.14,",,W",NA,"",0,",,W,2400",0,",,W",27,"H,,S",35,",,W",22,",,W",220,",,W",220,",,W",10.1,",,W",15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"356","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-22",9.84,",,W",NA,"",0,",,W,2400",0,",,W",36,"H,,S",45,",,W",30,",,W",230,",,W",270,",,W",17,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"357","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-23",11.41,",,W",NA,"",0,",,W,2400",0,",,W",44,"H,,S",57,",,W",35,",,W",250,",,W",250,",,W",23,",,W",31.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"358","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-24",9.62,",,W",NA,"",0,",,W,2400",0,",,W",45,"H,,S",50,",,W",35,",,W",320,",,W",310,",,W",19.9,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"359","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-25",4.7,",,W",NA,"",0,",,W,2400",0,",,W",37,"H,,S",42,",,W",32,",,W",110,",,W",330,",,W",8.9,",,W",12.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"360","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-26",6.93,",,W",NA,"",0,",,W,2400",0,",,W",37,"H,,S",41,",,W",34,",,W",50,",,W",50,",,W",19.9,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"361","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-27",11.41,",,W",NA,"",0.01,",,W,2400",0,",,W",41,"H,,S",52,",,W",36,",,W",210,",,W",210,",,W",19.9,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"362","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-28",10.96,",,W",NA,"",0,",,W,2400",0,",,W",48,"H,,S",51,",,W",38,",,W",320,",,W",320,",,W",21,",,W",25.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"363","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-29",7.16,",,W",NA,"",0.08,",,W,2400",0,",,W",40,"H,,S",44,",,W",36,",,W",290,",,W",290,",,W",16.1,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"364","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-30",20.8,",,W",NA,"",1.29,",,W,2400",0,"T,,W",38,"H,,S",41,",,W",36,",,W",80,",,W",90,",,W",35.1,",,W",40,",,W",1,",,W",NA,"",1,",,W",1,",,W",NA,"",NA,"",1,",,W",NA,"","No Snow"
"365","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2019-12-31",13.42,",,W",NA,"",0.27,",,W,2400",0,",,W",40,"H,,S",44,",,W",37,",,W",80,",,W",90,",,W",25.1,",,W",30,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"366","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-01",15.43,",,W",NA,"",0,",,W,2400",0,",,W",39,"H,,S",43,",,W",36,",,W",260,",,W",250,",,W",29.1,",,W",42.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"367","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-02",12.53,",,W",NA,"",0,",,W,2400",0,",,W",40,"H,,S",49,",,W",34,",,W",280,",,W",250,",,W",21,",,W",28,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"368","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-03",7.16,",,W",NA,"",0,",,W,2400",0,",,W",47,"H,,S",52,",,W",44,",,W",230,",,W",230,",,W",17,",,W",21,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"369","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-04",5.37,",,W",NA,"",0.13,",,W,2400",0,",,W",47,"H,,S",48,",,W",40,",,W",350,",,W",360,",,W",14.1,",,W",18.1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"370","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-05",16.55,",,W",NA,"",0.11,",,W,2400",0,"T,,W",39,"H,,S",41,",,W",32,",,W",310,",,W",320,",,W",31.1,",,W",40.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"371","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-06",6.71,",,W",NA,"",0,"T,,W,2400",0,"T,,W",33,"H,,S",41,",,W",27,",,W",250,",,W",240,",,W",21,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"372","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-07",9.17,",,W",NA,"",0,"T,,W,2400",0,"T,,W",38,"H,,S",42,",,W",33,",,W",270,",,W",260,",,W",21.9,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"373","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-08",14.09,",,W",NA,"",0.02,",,W,2400",0.1,",,W",38,"H,,S",45,",,W",29,",,W",280,",,W",280,",,W",30,",,W",40,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Snow"
"374","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-09",13.2,",,W",NA,"",0,",,W,2400",0,",,W",29,"H,,S",33,",,W",22,",,W",300,",,W",300,",,W",25.9,",,W",36,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"375","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-10",13.87,",,W",NA,"",0,",,W,2400",0,",,W",38,"H,,S",53,",,W",29,",,W",230,",,W",240,",,W",29.1,",,W",36,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"376","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-11",18.12,",,W",NA,"",0,",,W,2400",0,",,W",57,"H,,S",70,",,W",49,",,W",230,",,W",200,",,W",38.9,",,W",48.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"377","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-12",20.8,",,W",NA,"",0.02,",,W,2400",0,",,W",66,"H,,S",74,",,W",40,",,W",210,",,W",220,",,W",36,",,W",44.1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"378","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-13",9.17,",,W",NA,"",0.01,",,W,2400",0,"T,,W",41,"H,,S",43,",,W",36,",,W",20,",,W",20,",,W",17,",,W",21,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"379","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-14",5.59,",,W",NA,"",0,"T,,W,2400",0,",,W",39,"H,,S",42,",,W",37,",,W",70,",,W",330,",,W",8.9,",,W",12.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"380","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-15",8.5,",,W",NA,"",0,"T,,W,2400",0,",,W",44,"H,,S",52,",,W",39,",,W",280,",,W",290,",,W",18.1,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"381","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-16",15.21,",,W",NA,"",0.1,",,W,2400",0,",,W",42,"H,,S",47,",,W",30,",,W",310,",,W",320,",,W",33.1,",,W",45,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"382","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-17",20.13,",,W",NA,"",0,",,W,2400",0,",,W",25,"H,,S",30,",,W",16,",,W",310,",,W",320,",,W",31.1,",,W",42.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"383","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-18",8.72,",,W",NA,"",0.28,",,W,2400",3,",,W",18,"H,,S",33,",,W",14,",,W",320,",,W",310,",,W",19.9,",,W",23.9,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","Snow"
"384","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-19",13.42,",,W",NA,"",0.02,",,W,2400",0,"T,,W",33,"H,,S",45,",,W",24,",,W",280,",,W",260,",,W",25.1,",,W",33.1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",1,",,W",1,",,W",NA,"","No Snow"
"385","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-20",13.87,",,W",NA,"",0,",,W,2400",0,",,W",26,"H,,S",30,",,W",19,",,W",320,",,W",330,",,W",23,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"386","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-21",7.61,",,W",NA,"",0,",,W,2400",0,",,W",23,"H,,S",28,",,W",18,",,W",330,",,W",320,",,W",18.1,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"387","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-22",4.92,",,W",NA,"",0,",,W,2400",0,",,W",29,"H,,S",39,",,W",20,",,W",220,",,W",250,",,W",13,",,W",15,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"388","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-23",7.38,",,W",NA,"",0,",,W,2400",0,",,W",36,"H,,S",50,",,W",26,",,W",220,",,W",220,",,W",16.1,",,W",19,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"389","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-24",6.93,",,W",NA,"",0,",,W,2400",0,",,W",41,"H,,S",48,",,W",34,",,W",40,",,W",30,",,W",14.1,",,W",16.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"390","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-25",14.09,",,W",NA,"",0.7,",,W,2400",0,",,W",42,"H,,S",50,",,W",40,",,W",100,",,W",110,",,W",28,",,W",38,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"391","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-26",12.53,",,W",NA,"",0,",,W,2400",0,",,W",47,"H,,S",51,",,W",40,",,W",260,",,W",270,",,W",23,",,W",30,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"392","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-27",12.3,",,W",NA,"",0,",,W,2400",0,",,W",42,"H,,S",48,",,W",39,",,W",300,",,W",300,",,W",21,",,W",25.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"393","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-28",12.97,",,W",NA,"",0,",,W,2400",0,",,W",41,"H,,S",42,",,W",36,",,W",320,",,W",330,",,W",19.9,",,W",23.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"394","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-29",10.51,",,W",NA,"",0,",,W,2400",0,",,W",37,"H,,S",43,",,W",29,",,W",310,",,W",320,",,W",17,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"395","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-30",7.61,",,W",NA,"",0,",,W,2400",0,",,W",29,"H,,S",33,",,W",22,",,W",350,",,W",330,",,W",14.1,",,W",18.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"396","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-01-31",8.95,",,W",NA,"",0,",,W,2400",0,",,W",35,"H,,S",47,",,W",29,",,W",230,",,W",260,",,W",16.1,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"397","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-01",4.47,",,W",NA,"",0.02,",,W,2400",0,"T,,W",38,"H,,S",41,",,W",34,",,W",330,",,W",340,",,W",8.9,",,W",10.1,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"398","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-02",6.93,",,W",NA,"",0,",,W,2400",0,",,W",39,"H,,S",44,",,W",36,",,W",270,",,W",310,",,W",15,",,W",21,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"399","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-03",9.62,",,W",NA,"",0,",,W,2400",0,",,W",41,"H,,S",50,",,W",35,",,W",260,",,W",260,",,W",21,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"400","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-04",3.13,",,W",NA,"",0,",,W,2400",0,",,W",42,"H,,S",47,",,W",35,",,W",190,",,W",190,",,W",13,",,W",14.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"401","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-05",6.26,",,W",NA,"",0.05,",,W,2400",0,"T,,W",41,"H,,S",43,",,W",33,",,W",330,",,W",360,",,W",13,",,W",18.1,",,W",NA,"",NA,"",NA,"",1,",,W",NA,"",NA,"",NA,"",NA,"","No Snow"
"402","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-06",12.3,",,W",NA,"",0.44,",,W,2400",0.3,",,W",37,"H,,S",41,",,W",34,",,W",80,",,W",90,",,W",23,",,W",29.1,",,W",1,",,W",NA,"",NA,"",1,",,W",NA,"",NA,"",1,",,W",NA,"","Snow"
"403","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-07",14.99,",,W",NA,"",0.32,",,W,2400",0,"T,,W",40,"H,,S",56,",,W",30,",,W",240,",,W",290,",,W",40.9,",,W",55.9,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"404","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-08",16.55,",,W",NA,"",0,",,W,2400",0,",,W",31,"H,,S",37,",,W",25,",,W",280,",,W",250,",,W",29.1,",,W",36.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"405","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-09",7.38,",,W",NA,"",0,"T,,W,2400",0,"T,,W",27,"H,,S",38,",,W",20,",,W",170,",,W",170,",,W",17,",,W",21.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"406","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-10",13.42,",,W",NA,"",0.16,",,W,2400",0,",,W",42,"H,,S",47,",,W",38,",,W",220,",,W",230,",,W",23.9,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"407","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-11",6.26,",,W",NA,"",0.17,",,W,2400",0,",,W",43,"H,,S",45,",,W",40,",,W",90,",,W",50,",,W",16.1,",,W",21.9,",,W",1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",1,",,W",NA,"","No Snow"
"408","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-12",11.41,",,W",NA,"",0,",,W,2400",0,",,W",41,"H,,S",45,",,W",37,",,W",270,",,W",300,",,W",19.9,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"409","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-13",6.71,",,W",NA,"",0.53,",,W,2400",0.2,",,W",39,"H,,S",41,",,W",35,",,W",220,",,W",230,",,W",23.9,",,W",29.1,",,W",1,",,W",NA,"",NA,"",1,",,W",NA,"",NA,"",1,",,W",NA,"","Snow"
"410","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-14",14.32,",,W",NA,"",0,",,W,2400",0,",,W",33,"H,,S",40,",,W",15,",,W",330,",,W",320,",,W",23.9,",,W",32,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"411","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-15",10.29,",,W",NA,"",0,",,W,2400",0,",,W",19,"H,,S",31,",,W",12,",,W",210,",,W",210,",,W",21.9,",,W",25.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"412","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-16",11.18,",,W",NA,"",0,",,W,2400",0,",,W",35,"H,,S",46,",,W",29,",,W",220,",,W",200,",,W",25.1,",,W",31.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"413","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-17",8.72,",,W",NA,"",0,",,W,2400",0,",,W",42,"H,,S",49,",,W",31,",,W",260,",,W",300,",,W",17,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"414","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-18",10.74,",,W",NA,"",0.45,",,W,2400",0,",,W",37,"H,,S",42,",,W",31,",,W",120,",,W",140,",,W",19.9,",,W",23,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"415","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-19",14.99,",,W",NA,"",0,",,W,2400",0,",,W",43,"H,,S",46,",,W",32,",,W",290,",,W",290,",,W",30,",,W",40.9,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
"416","USW00014739","BOSTON LOGAN INTERNATIONAL AIRPORT, MA US",42.36057,-71.00975,3.2,"2020-02-20",11.86,",,W",NA,"",0,",,W,2400",0,",,W",32,"H,,S",37,",,W",24,",,W",280,",,W",290,",,W",21,",,W",27.1,",,W",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"","No Snow"
